"","hcode","ancode","age","agecat","sample","FMD_cELISA","FMD_CHEKIT","FMD_EITB","FMD_iELISA","FMD_VNT_A","FMD_VNT_O","FMD_VNT_SAT2","PbP.A","PbP.O","PbP.SAT2","monlast","Date","FMDS_O","FMDS_A","FMDS_SAT2","CENTRE_COD","MOUTH_LESI","COM_MOUTH","FOOT_LESIO","COM_FOOT"
"202",15,4,4,2,1,35,7,1,30,1.9567,1.2041,2.2577,NA,NA,NA,4,"2000-05-03",0,1,1,NA,NA,NA,NA,NA
"203",15,5,4,2,1,2,27.7,1,131,2.4082,1.2041,2.7093,NA,NA,NA,4,"2000-05-03",0,1,1,NA,NA,NA,NA,NA
"204",15,6,6,2,1,46,5.5,1,42,0.7526,1.5052,2.7093,NA,NA,NA,4,"2000-05-03",0,0,1,NA,NA,NA,NA,NA
"205",15,7,2,1,1,19,4.4,1,57,0.7526,1.9567,2.8598,NA,NA,NA,4,"2000-05-03",1,0,1,NA,NA,NA,NA,NA
"207",15,10,1,1,1,1,19.1,1,118,1.2041,1.0536,3.0103,NA,NA,NA,4,"2000-05-03",0,0,1,NA,NA,NA,NA,NA
"208",15,11,1,1,1,26,5.5,1,44,0.7526,0.7526,2.7093,NA,NA,NA,4,"2000-05-03",0,0,1,NA,NA,NA,NA,NA
"209",16,1,3,2,1,4,11,1,103,2.1072,0.7526,2.1072,NA,NA,NA,6,"2000-05-04",0,1,1,NA,NA,NA,NA,NA
"210",16,2,7,2,1,34,7.8,1,56,2.1072,1.2041,1.9567,NA,NA,NA,6,"2000-05-04",0,1,1,NA,NA,NA,NA,NA
"212",16,4,7,2,1,63,6.8,1,45,2.4082,1.2041,2.4082,NA,NA,NA,6,"2000-05-04",0,1,1,NA,NA,NA,NA,NA
"213",16,5,3,2,1,35,20.6,1,43,1.8062,0.7526,2.2577,NA,NA,NA,6,"2000-05-04",0,1,1,NA,NA,NA,NA,NA
"214",16,6,2,1,1,48,3.7,1,47,2.1072,0.7526,2.5588,NA,NA,NA,6,"2000-05-04",0,1,1,NA,NA,NA,NA,NA
"215",16,7,2,1,1,35,2.3,1,31,1.9567,0.7526,2.8598,NA,NA,NA,6,"2000-05-04",0,1,1,NA,NA,NA,NA,NA
"216",16,8,1.5,1,1,25,4.2,1,41,1.6557,0.7526,2.5588,NA,NA,NA,6,"2000-05-04",0,0,1,NA,NA,NA,NA,NA
"218",16,10,2,1,1,13,2.9,1,71,1.6557,0.7526,2.8598,NA,NA,NA,6,"2000-05-04",0,0,1,NA,NA,NA,NA,NA
"219",17,1,5,2,1,1,60.1,1,154,1.8062,1.6557,2.8598,NA,NA,NA,4,"2000-05-04",0,1,1,NA,NA,NA,NA,NA
"220",17,2,5,2,1,20,16.2,1,45,2.2577,1.5052,2.8598,NA,NA,NA,4,"2000-05-04",0,1,1,NA,NA,NA,NA,NA
"221",17,3,7,2,1,62,9.3,0,8,1.9567,1.8062,2.4082,NA,NA,NA,4,"2000-05-04",1,1,1,NA,NA,NA,NA,NA
"222",17,4,7,2,1,1,21.6,1,143,1.2041,1.5052,3.0103,NA,NA,NA,4,"2000-05-04",0,0,1,NA,NA,NA,NA,NA
"223",17,5,7,2,1,3,11.1,1,100,2.4082,1.5052,2.8598,NA,NA,NA,4,"2000-05-04",0,1,1,NA,NA,NA,NA,NA
"224",17,6,1,1,1,10,9.9,1,52,0.7526,0.7526,2.7093,NA,NA,NA,4,"2000-05-04",0,0,1,NA,NA,NA,NA,NA
"225",17,7,2,1,1,9,9.6,1,55,0.7526,0.7526,2.8598,NA,NA,NA,4,"2000-05-04",0,0,1,NA,NA,NA,NA,NA
"228",17,10,1,1,1,12,8,1,43,0.7526,0.7526,2.8598,NA,NA,NA,4,"2000-05-04",0,0,1,NA,NA,NA,NA,NA
"229",18,1,3,2,1,70,4.3,1,14,1.3546,0.7526,2.4082,NA,NA,NA,5,"2000-05-04",0,0,1,NA,NA,NA,NA,NA
"230",18,2,7,2,1,5,36.4,1,82,0.7526,0.9031,2.1072,NA,NA,NA,5,"2000-05-04",0,0,1,NA,NA,NA,NA,NA
"231",18,3,4,2,1,31,8,1,16,1.9567,0.9031,2.1072,NA,NA,NA,5,"2000-05-04",0,1,1,NA,NA,NA,NA,NA
"232",18,4,6,2,1,35,4,1,42,2.2577,1.3546,1.3546,NA,NA,NA,5,"2000-05-04",0,1,0,NA,NA,NA,NA,NA
"233",18,5,3,2,1,81,5.6,1,15,0.7526,0.7526,2.2577,NA,NA,NA,5,"2000-05-04",0,0,1,NA,NA,NA,NA,NA
"234",18,6,1,1,1,79,2.8,0,1,0.7526,0.7526,1.3546,NA,NA,NA,5,"2000-05-04",0,0,0,NA,NA,NA,NA,NA
"235",18,7,1,1,1,27,4.3,1,10,0.7526,0.7526,1.8062,NA,NA,NA,5,"2000-05-04",0,0,1,NA,NA,NA,NA,NA
"236",18,8,1,1,1,71,5.9,0,6,0.7526,0.7526,2.2577,NA,NA,NA,5,"2000-05-04",0,0,1,NA,NA,NA,NA,NA
"237",18,9,1,1,1,19,4.6,1,39,0.7526,0.7526,2.5588,NA,NA,NA,5,"2000-05-04",0,0,1,NA,NA,NA,NA,NA
"238",18,10,1.5,1,1,42,4.6,1,19,0.9031,0.7526,2.1072,NA,NA,NA,5,"2000-05-04",0,0,1,NA,NA,NA,NA,NA
"239",19,1,4,2,1,72,1.9,0,9,1.8062,0.7526,1.2041,NA,NA,NA,36,"2000-05-05",0,1,0,NA,NA,NA,NA,NA
"240",19,2,8,2,1,14,44.1,1,89,2.5588,2.2577,2.4082,NA,NA,NA,36,"2000-05-05",1,1,1,NA,NA,NA,NA,NA
"241",19,3,4,2,1,75,1.5,1,10,1.3546,0.7526,1.0536,NA,NA,NA,36,"2000-05-05",0,0,0,NA,NA,NA,NA,NA
"242",19,4,4,2,1,5,9.3,1,42,2.2577,1.3546,2.4082,NA,NA,NA,36,"2000-05-05",0,1,1,NA,NA,NA,NA,NA
"243",19,5,3,2,1,40,4,1,21,2.2577,0.7526,1.5052,NA,NA,NA,36,"2000-05-05",0,1,0,NA,NA,NA,NA,NA
"244",19,6,1.5,1,1,91,1.9,0,-1,0.7526,0.7526,1.2041,NA,NA,NA,36,"2000-05-05",0,0,0,NA,NA,NA,NA,NA
"246",19,8,1,1,1,81,2.8,0,16,0.7526,0.7526,1.5052,NA,NA,NA,36,"2000-05-05",0,0,0,NA,NA,NA,NA,NA
"247",19,9,1,1,1,79,1.2,0,19,0.7526,0.7526,1.0536,NA,NA,NA,36,"2000-05-05",0,0,0,NA,NA,NA,NA,NA
"248",19,10,NA,1,1,77,1.9,0,2,0.7526,0.7526,1.8062,NA,NA,NA,36,"2000-05-05",0,0,1,NA,NA,NA,NA,NA
"249",19,11,1,1,1,91,2.2,0,1,0.7526,0.7526,1.3546,NA,NA,NA,36,"2000-05-05",0,0,0,NA,NA,NA,NA,NA
"250",20,1,2.5,2,1,16,34.4,1,58,0.7526,1.6557,2.2577,NA,NA,NA,4,"2000-05-05",0,0,1,NA,NA,NA,NA,NA
"251",20,2,7,2,1,36,4.3,1,12,1.2041,0.7526,1.9567,NA,NA,NA,4,"2000-05-05",0,0,1,NA,NA,NA,NA,NA
"252",20,3,3,2,1,18,12,1,14,0.7526,0.9031,1.9567,NA,NA,NA,4,"2000-05-05",0,0,1,NA,NA,NA,NA,NA
"253",20,4,6,2,1,55,4.3,1,13,0.7526,0.9031,2.4082,NA,NA,NA,4,"2000-05-05",0,0,1,NA,NA,NA,NA,NA
"256",20,7,1,1,1,55,4.9,1,13,0.9031,0.7526,2.5588,NA,NA,NA,4,"2000-05-05",0,0,1,NA,NA,NA,NA,NA
"258",20,9,1,1,1,37,4.9,1,50,0.7526,0.7526,2.4082,NA,NA,NA,4,"2000-05-05",0,0,1,NA,NA,NA,NA,NA
"259",20,10,2,1,1,89,1.5,0,-1,0.7526,0.7526,1.9567,NA,NA,NA,4,"2000-05-05",0,0,1,NA,NA,NA,NA,NA
"260",21,6,3,2,1,65,2.5,0,6,2.1072,0.7526,1.2041,NA,NA,NA,4,"2000-05-05",0,1,0,NA,NA,NA,NA,NA
"261",21,7,3.5,2,1,40,6.1,1,22,2.1072,0.7526,2.5588,NA,NA,NA,4,"2000-05-05",0,1,1,NA,NA,NA,NA,NA
"263",21,9,7,2,1,17,16.4,1,12,1.6557,0.7526,1.9567,NA,NA,NA,4,"2000-05-05",0,0,1,NA,NA,NA,NA,NA
"265",21,11,1,1,1,41,2.9,1,33,1.3546,0.7526,1.3546,NA,NA,NA,4,"2000-05-05",0,0,0,NA,NA,NA,NA,NA
"266",21,12,2,1,1,80,2.5,0,5,0.9031,0.7526,1.5052,NA,NA,NA,4,"2000-05-05",0,0,0,NA,NA,NA,NA,NA
"267",21,13,1,1,1,4,1.4,1,25,2.5588,0.7526,1.0536,NA,NA,NA,4,"2000-05-05",0,1,0,NA,NA,NA,NA,NA
"268",21,14,1,1,1,44,1.4,0,2,1.6557,0.7526,1.6557,NA,NA,NA,4,"2000-05-05",0,0,0,NA,NA,NA,NA,NA
"269",21,15,1,1,1,84,1.4,0,2,0.7526,0.7526,1.3546,NA,NA,NA,4,"2000-05-05",0,0,0,NA,NA,NA,NA,NA
"270",22,1,6,2,1,2,11.4,1,39,1.3546,1.5052,2.2577,NA,NA,NA,4,"2000-05-06",0,0,1,NA,NA,NA,NA,NA
"271",22,2,6,2,1,1,12.9,1,86,1.0536,1.8062,2.5588,NA,NA,NA,4,"2000-05-06",1,0,1,NA,NA,NA,NA,NA
"272",22,3,4,2,1,1,42.5,1,61,1.6557,2.5588,1.5052,NA,NA,NA,4,"2000-05-06",1,0,0,NA,NA,NA,NA,NA
"273",22,4,7,2,1,22,21.4,1,42,1.2041,1.0536,2.2577,NA,NA,NA,4,"2000-05-06",0,0,1,NA,NA,NA,NA,NA
"274",22,5,8,2,1,4,15.4,1,54,1.2041,2.4082,2.2577,NA,NA,NA,4,"2000-05-06",1,0,1,NA,NA,NA,NA,NA
"275",22,6,1.5,1,1,89,13.6,1,15,0.7526,0.7526,1.3546,NA,NA,NA,4,"2000-05-06",0,0,0,NA,NA,NA,NA,NA
"277",22,8,1,1,1,38,1.4,1,12,0.7526,1.0536,2.4082,NA,NA,NA,4,"2000-05-06",0,0,1,NA,NA,NA,NA,NA
"278",22,9,1,1,1,72,1.4,0,7,0.7526,0.7526,1.5052,NA,NA,NA,4,"2000-05-06",0,0,0,NA,NA,NA,NA,NA
"279",22,10,1,1,1,85,1.8,0,7,0.7526,0.7526,1.3546,NA,NA,NA,4,"2000-05-06",0,0,0,NA,NA,NA,NA,NA
"280",23,1,1,NA,2,1,73.6,NA,NA,0.9031,1.6557,3.1608,NA,NA,NA,0,"2000-05-06",0,0,1,NA,NA,NA,NA,NA
"281",23,4,0.330000013113022,NA,2,2,47.6,NA,NA,NA,NA,2.8598,NA,NA,NA,0,"2000-05-06",0,0,1,NA,NA,NA,NA,NA
"282",23,12,6,NA,2,16,173.8,NA,NA,2.1072,NA,2.5588,NA,NA,NA,0,"2000-05-06",0,1,1,NA,NA,NA,NA,NA
"283",24,1,3,2,1,45,7.9,1,11,1.6557,0.7526,2.1072,NA,NA,NA,36,"2000-05-08",0,0,1,NA,NA,NA,NA,NA
"284",24,2,5,2,1,4,28.2,1,31,1.6557,0.7526,2.1072,NA,NA,NA,36,"2000-05-08",0,0,1,NA,NA,NA,NA,NA
"285",24,3,3,2,1,29,5.4,0,5,1.8062,0.9031,1.0536,NA,NA,NA,36,"2000-05-08",0,1,0,NA,NA,NA,NA,NA
"286",24,4,4,2,1,34,10.7,1,44,1.3546,1.6557,2.7093,NA,NA,NA,36,"2000-05-08",0,0,1,NA,NA,NA,NA,NA
"287",24,5,5,2,1,3,51.4,1,68,1.9567,1.3546,2.1072,NA,NA,NA,36,"2000-05-08",0,1,1,NA,NA,NA,NA,NA
"288",24,6,2,1,1,81,1.8,0,2,1.0536,0.7526,1.2041,NA,NA,NA,36,"2000-05-08",0,0,0,NA,NA,NA,NA,NA
"289",24,7,2,1,1,83,6.4,0,1,0.7526,0.7526,1.0536,NA,NA,NA,36,"2000-05-08",0,0,0,NA,NA,NA,NA,NA
"290",24,8,2,1,1,76,2.1,0,3,1.3546,0.7526,2.2577,NA,NA,NA,36,"2000-05-08",0,0,1,NA,NA,NA,NA,NA
"291",24,9,1,1,1,65,2.9,0,2,0.7526,0.7526,1.5052,NA,NA,NA,36,"2000-05-08",0,0,0,NA,NA,NA,NA,NA
"292",25,1,2,1,1,19,3.2,1,26,0.7526,1.2041,2.4082,NA,NA,NA,12,"2000-05-08",0,0,1,NA,NA,NA,NA,NA
"293",25,2,3,2,1,96,3.6,1,15,0.7526,1.3546,1.0536,NA,NA,NA,12,"2000-05-08",0,0,0,NA,NA,NA,NA,NA
"294",25,3,2,1,1,95,1.8,0,1,0.7526,0.9031,1.6557,NA,NA,NA,12,"2000-05-08",0,0,0,NA,NA,NA,NA,NA
"295",25,4,3,2,1,77,2.5,1,11,0.7526,1.2041,1.5052,NA,NA,NA,12,"2000-05-08",0,0,0,NA,NA,NA,NA,NA
"296",25,5,4,2,1,14,17.1,1,25,1.2041,1.6557,2.2577,NA,NA,NA,12,"2000-05-08",0,0,1,NA,NA,NA,NA,NA
"298",25,7,3,2,1,73,5.1,0,6,0.7526,1.0536,2.4082,NA,NA,NA,12,"2000-05-08",0,0,1,NA,NA,NA,NA,NA
"299",25,8,1,1,1,94,0.7,0,-1,0.7526,0.7526,1.8062,NA,NA,NA,12,"2000-05-08",0,0,1,NA,NA,NA,NA,NA
"300",25,9,1,1,1,98,0.7,0,-1,0.7526,0.7526,1.3546,NA,NA,NA,12,"2000-05-08",0,0,0,NA,NA,NA,NA,NA
"301",25,10,1,1,1,61,1.4,0,2,0.7526,1.0536,1.5052,NA,NA,NA,12,"2000-05-08",0,0,0,NA,NA,NA,NA,NA
"302",26,1,4,2,1,9,10.1,1,62,0.7526,1.5052,2.4082,NA,NA,NA,12,"2000-05-09",0,0,1,NA,NA,NA,NA,NA
"303",26,2,3,2,1,35,9.8,1,40,2.1072,1.0536,2.7093,NA,NA,NA,12,"2000-05-09",0,1,1,NA,NA,NA,NA,NA
"304",26,3,8,2,1,5,13.2,1,38,1.9567,0.9031,2.2577,NA,NA,NA,12,"2000-05-09",0,1,1,NA,NA,NA,NA,NA
"305",26,4,4,2,1,45,1.7,1,11,0.7526,1.0536,1.5052,NA,NA,NA,12,"2000-05-09",0,0,0,NA,NA,NA,NA,NA
"307",26,6,2,1,1,24,3.7,1,16,1.2041,1.2041,1.3546,NA,NA,NA,12,"2000-05-09",0,0,0,NA,NA,NA,NA,NA
"308",26,7,2,1,1,38,14.9,1,15,1.5052,0.7526,1.5052,NA,NA,NA,12,"2000-05-09",0,0,0,NA,NA,NA,NA,NA
"309",26,8,2,1,1,78,2,0,5,0.7526,0.7526,2.1072,NA,NA,NA,12,"2000-05-09",0,0,1,NA,NA,NA,NA,NA
"310",26,9,2,1,1,5,9.1,1,69,0.9031,0.7526,0.9031,NA,NA,NA,12,"2000-05-09",0,0,0,NA,NA,NA,NA,NA
"311",26,10,2,1,1,75,4.4,0,0,0.7526,0.9031,1.2041,NA,NA,NA,12,"2000-05-09",0,0,0,NA,NA,NA,NA,NA
"312",27,1,4,2,1,10,12.8,1,87,1.8062,1.2041,2.4082,NA,NA,NA,13,"2000-05-09",0,1,1,NA,NA,NA,NA,NA
"313",27,2,8,2,1,20,7.1,1,70,2.2577,1.3546,2.8598,NA,NA,NA,13,"2000-05-09",0,1,1,NA,NA,NA,NA,NA
"314",27,3,7,2,1,44,11.1,1,32,2.1072,1.2041,2.8598,NA,NA,NA,13,"2000-05-09",0,1,1,NA,NA,NA,NA,NA
"315",27,4,1,1,1,46,6.8,1,15,0.7526,1.9567,1.3546,NA,NA,NA,13,"2000-05-09",1,0,0,NA,NA,NA,NA,NA
"316",27,5,3,2,1,81,1.7,1,19,1.5052,0.7526,1.3546,NA,NA,NA,13,"2000-05-09",0,0,0,NA,NA,NA,NA,NA
"317",27,6,5,2,1,20,3.7,1,25,1.5052,1.9567,1.9567,NA,NA,NA,13,"2000-05-09",1,0,1,NA,NA,NA,NA,NA
"318",27,7,2,1,1,83,4.4,1,69,0.7526,1.0536,1.8062,NA,NA,NA,13,"2000-05-09",0,0,1,NA,NA,NA,NA,NA
"320",27,9,1,1,1,51,3,0,0,0.9031,0.9031,1.6557,NA,NA,NA,13,"2000-05-09",0,0,0,NA,NA,NA,NA,NA
"321",27,10,1,1,1,79,1,0,0,0.7526,0.7526,1.3546,NA,NA,NA,13,"2000-05-09",0,0,0,NA,NA,NA,NA,NA
"322",28,1,4,2,1,4,23.6,1,60,2.1072,1.0536,1.3546,NA,NA,NA,13,"2000-05-10",0,1,0,NA,NA,NA,NA,NA
"323",28,2,8,2,1,159,6.8,1,29,1.5052,0.9031,2.2577,NA,NA,NA,13,"2000-05-10",0,0,1,NA,NA,NA,NA,NA
"324",28,3,4,2,1,30,3,1,35,2.2577,1.0536,1.8062,NA,NA,NA,13,"2000-05-10",0,1,1,NA,NA,NA,NA,NA
"325",28,4,2,1,1,86,2,0,0,1.5052,0.9031,0.9031,NA,NA,NA,13,"2000-05-10",0,0,0,NA,NA,NA,NA,NA
"326",28,5,6,2,1,4,22.6,1,108,2.1072,1.5052,2.2577,NA,NA,NA,13,"2000-05-10",0,1,1,NA,NA,NA,NA,NA
"327",28,6,5,2,1,27,17.6,1,62,1.6557,1.2041,1.6557,NA,NA,NA,13,"2000-05-10",0,0,0,NA,NA,NA,NA,NA
"328",28,7,2,1,1,73,2,0,2,0.7526,1.3546,1.0536,NA,NA,NA,13,"2000-05-10",0,0,0,NA,NA,NA,NA,NA
"329",28,8,2,1,1,88,2.7,0,1,1.3546,0.7526,1.2041,NA,NA,NA,13,"2000-05-10",0,0,0,NA,NA,NA,NA,NA
"330",28,9,2,1,1,71,2.7,0,2,0.7526,1.2041,1.3546,NA,NA,NA,13,"2000-05-10",0,0,0,NA,NA,NA,NA,NA
"331",29,1,6,2,1,29,3,1,27,1.2041,1.6557,2.2577,NA,NA,NA,12,"2000-05-10",0,0,1,NA,NA,NA,NA,NA
"332",29,2,3,2,1,24,4.1,1,34,1.3546,1.3546,0.7526,NA,NA,NA,12,"2000-05-10",0,0,0,NA,NA,NA,NA,NA
"333",29,3,4,2,1,71,2.4,1,12,0.7526,0.7526,1.2041,NA,NA,NA,12,"2000-05-10",0,0,0,NA,NA,NA,NA,NA
"334",29,4,10,2,1,86,6.1,1,13,0.9031,0.9031,1.5052,NA,NA,NA,12,"2000-05-10",0,0,0,NA,NA,NA,NA,NA
"335",29,5,6,2,1,4,57.4,1,62,1.5052,1.2041,1.6557,NA,NA,NA,12,"2000-05-10",0,0,0,NA,NA,NA,NA,NA
"336",29,6,1,1,1,75,2.7,0,1,0.7526,0.7526,1.6557,NA,NA,NA,12,"2000-05-10",0,0,0,NA,NA,NA,NA,NA
"337",29,7,1,1,1,109,2,0,0,0.7526,0.7526,1.2041,NA,NA,NA,12,"2000-05-10",0,0,0,NA,NA,NA,NA,NA
"338",29,8,2,1,1,96,2.8,0,1,1.3546,0.7526,1.5052,NA,NA,NA,12,"2000-05-10",0,0,0,NA,NA,NA,NA,NA
"339",29,9,2,1,1,76,1.5,0,2,0.7526,0.7526,1.2041,NA,NA,NA,12,"2000-05-10",0,0,0,NA,NA,NA,NA,NA
"340",29,10,2,1,1,92,1.8,0,1,1.3546,0.7526,0.9031,NA,NA,NA,12,"2000-05-10",0,0,0,NA,NA,NA,NA,NA
"341",30,1,4,2,1,65,1.5,1,12,2.1072,0.7526,1.2041,0,0,0,NA,"2000-05-10",0,1,0,NA,NA,NA,NA,NA
"342",30,2,6,2,1,14,7.1,1,20,1.8062,1.9567,2.4082,0,0,0,NA,"2000-05-10",1,1,1,NA,NA,NA,NA,NA
"343",30,3,6,2,1,41,5.2,1,13,2.1072,1.5052,2.4082,0,0,0,NA,"2000-05-10",0,1,1,NA,NA,NA,NA,NA
"344",30,4,4,2,1,73,3.4,0,5,1.6557,0.7526,1.9567,0,0,0,NA,"2000-05-10",0,0,1,NA,NA,NA,NA,NA
"345",30,5,4,2,1,80,3.4,0,10,1.9567,0.7526,1.5052,0,0,0,NA,"2000-05-10",0,1,0,NA,NA,NA,NA,NA
"346",30,6,1,1,1,80,3.1,0,1,0.7526,0.7526,1.2041,0,0,0,NA,"2000-05-10",0,0,0,NA,NA,NA,NA,NA
"347",30,7,1,1,1,77,2.5,0,4,1.6557,0.7526,1.3546,0,0,0,NA,"2000-05-10",0,0,0,NA,NA,NA,NA,NA
"348",30,8,1,1,1,42,1.2,0,0,1.3546,0.7526,1.2041,0,0,0,NA,"2000-05-10",0,0,0,NA,NA,NA,NA,NA
"349",30,9,1,1,1,58,1.5,0,7,1.0536,0.7526,1.0536,0,0,0,NA,"2000-05-10",0,0,0,NA,NA,NA,NA,NA
"350",30,10,1,1,1,91,1.5,0,0,0.7526,0.7526,1.3546,0,0,0,NA,"2000-05-10",0,0,0,NA,NA,NA,NA,NA
"351",31,1,7,2,1,73,1.5,0,3,0.7526,0.7526,1.2041,0,0,0,4,"2000-05-15",0,0,0,"VMR",0,"",0,""
"352",31,2,4.5,2,1,29,5.2,1,42,0.7526,0.7526,3.0103,0,0,0,4,"2000-05-15",0,0,1,"VMR",0,"",1,"DISRUPTION OF HOOF GROWTH"
"354",31,4,9,2,1,33,4.9,1,10,0.7526,0.7526,2.7093,0,0,0,4,"2000-05-15",0,0,1,"VMR",0,"",1,"DISRUPTION OF HOOF GROWTH"
"355",31,5,4,2,1,2,18.8,1,132,1.5052,0.7526,2.2577,0,0,0,4,"2000-05-15",0,0,1,"VMR",0,"",0,""
"356",31,6,1,1,1,27,3.7,1,12,0.7526,0.7526,2.5588,0,0,0,4,"2000-05-15",0,0,1,"VMR",0,"",0,""
"357",31,7,1,1,1,4,13.8,1,86,0.7526,0.7526,3.0103,0,0,1,4,"2000-05-15",0,0,1,"VMR",1,"old lesions both sides of dorsal tongue 1*1.5cm",0,""
"358",31,8,1,1,1,38,2.5,0,2,0.7526,0.7526,2.2577,0,0,1,4,"2000-05-15",0,0,1,"VMR",0,"",0,""
"361",32,1,5,2,1,15,9.8,1,57,1.0536,1.2041,1.8062,0,0,0,15,"2000-05-17",0,0,1,NA,NA,NA,NA,NA
"362",32,2,5,2,1,41,4,1,41,1.9567,1.0536,1.6557,0,0,0,15,"2000-05-17",0,1,0,"BAT",1,"old lesions on dorsal tongue 2*3 &2*2cm",0,""
"363",32,3,4,2,1,71,2.5,0,2,0.9031,0.7526,1.5052,0,0,0,15,"2000-05-17",0,0,0,"BAT",1,"old lesions on dorsal tongue 3*3cm",0,""
"364",32,4,3,2,1,47,1.8,1,15,0.7526,1.5052,1.9567,0,0,0,15,"2000-05-17",0,0,1,"BAT",0,"",0,""
"365",32,5,6,2,1,10,12.6,1,43,0.7526,1.2041,1.9567,0,0,0,15,"2000-05-17",0,0,1,"BAT",0,"",0,""
"366",32,6,1,1,1,71,1.2,0,5,0.7526,0.7526,1.9567,0,0,0,15,"2000-05-17",0,0,1,"BAT",0,"",0,""
"367",32,7,2,1,1,25,4.3,1,28,0.7526,1.0536,1.6557,0,0,0,15,"2000-05-17",0,0,0,"BAT",0,"",0,""
"368",32,8,1,1,1,96,2.5,0,4,0.7526,0.7526,2.5588,0,0,0,15,"2000-05-17",0,0,1,"BAT",0,"",0,""
"369",32,9,1,1,1,78,8.6,1,28,2.1072,1.9567,1.5052,0,0,0,15,"2000-05-17",1,1,0,"BAT",0,"",0,""
"370",32,10,1,1,1,78,4.9,0,3,0.7526,0.7526,1.0536,0,0,0,15,"2000-05-17",0,0,0,"BAT",0,"",0,""
"371",33,1,9,2,1,94,2.5,0,6,1.9567,1.3546,2.1072,0,0,0,13,"2000-05-17",0,1,1,"BAT",0,"",0,""
"372",33,2,4,2,1,69,6.8,0,7,0.7526,0.7526,1.3546,0,0,0,13,"2000-05-17",0,0,0,"BAT",0,"",0,""
"373",33,3,8,2,1,77,5.8,1,24,0.7526,0.7526,1.8062,0,0,0,13,"2000-05-17",0,0,1,"BAT",0,"",0,""
"374",33,4,6,2,1,36,7.7,0,2,0.7526,1.6557,1.5052,0,0,0,13,"2000-05-17",0,0,0,"BAT",0,"",0,""
"375",33,5,8,2,1,41,7.4,1,31,1.0536,1.5052,1.5052,0,0,0,13,"2000-05-17",0,0,0,"BAT",0,"",0,""
"376",33,6,1,1,1,84,1.5,0,0,0.7526,0.7526,1.0536,0,0,0,13,"2000-05-17",0,0,0,"BAT",0,"",0,""
"377",33,7,1,1,1,94,2.8,0,1,0.7526,0.7526,1.2041,0,0,0,13,"2000-05-17",0,0,0,"BAT",0,"",0,""
"378",33,8,1,1,1,73,9.6,0,2,0.7526,0.7526,1.0536,0,0,0,13,"2000-05-17",0,0,0,"BAT",0,"",0,""
"380",33,10,1,1,1,74,6.8,0,2,0.7526,0.7526,1.0536,0,0,0,13,"2000-05-17",0,0,0,"BAT",0,"",0,""
"381",34,1,5,2,1,52,5.6,0,9,1.5052,0.7526,2.2577,0,0,0,7,"2000-05-18",0,0,1,"BRO",0,"",0,""
"382",34,2,3,2,1,49,19.7,1,10,0.7526,0.7526,2.1072,0,0,0,7,"2000-05-18",0,0,1,"BRO",0,"",0,""
"383",34,3,3,2,1,1,81.5,1,100,1.9567,1.5052,1.8062,0,0,0,7,"2000-05-18",0,1,1,"BRO",0,"",0,""
"384",34,4,5,2,1,15,88.8,1,60,1.0536,1.5052,2.4082,0,0,0,7,"2000-05-18",0,0,1,"BRO",0,"",0,""
"385",34,5,5,2,1,25,13.7,1,27,1.6557,1.2041,2.7093,0,0,0,7,"2000-05-18",0,0,1,"BRO",1,"small wound on base of tongue",0,""
"386",34,6,2,1,1,54,47.4,1,17,0.7526,0.7526,1.9567,0,0,0,7,"2000-05-18",0,0,1,"BRO",0,"",0,""
"388",34,8,2,1,1,13,136.1,1,34,0.7526,0.9031,2.7093,0,0,1,7,"2000-05-18",0,0,1,"BRO",0,"",1,"break in hoof growth"
"389",34,9,1,1,1,70,3.2,0,1,0.7526,0.7526,1.3546,0,0,0,7,"2000-05-18",0,0,0,"BRO",0,"",0,""
"390",34,10,2,1,1,76,3.2,0,2,0.9031,0.7526,1.2041,0,0,0,7,"2000-05-18",0,0,0,"BRO",0,"",0,""
"391",35,1,3,2,1,15,13.3,1,66,2.7093,1.3546,1.8062,0,0,0,3,"2000-05-18",0,1,1,"BRO",0,"",0,""
"392",35,2,3,2,1,8,46.6,1,26,1.9567,0.7526,2.8598,0,0,0,3,"2000-05-18",0,1,1,"BRO",0,"",0,""
"393",35,3,8,2,1,48,14.9,1,22,0.7526,0.7526,2.1072,0,0,0,3,"2000-05-18",0,0,1,"BRO",0,"",0,""
"394",35,4,3,2,1,20,54.2,1,18,2.1072,1.2041,2.4082,0,0,0,3,"2000-05-18",0,1,1,"BRO",0,"",1,"disruption in hoof growth"
"395",35,5,4,2,1,5,97.2,1,103,2.5588,1.5052,2.8598,0,0,0,3,"2000-05-18",0,1,1,"BRO",0,"",0,""
"396",35,6,2,1,1,36,12.4,1,28,0.7526,0.7526,2.2577,0,0,0,3,"2000-05-18",0,0,1,"BRO",0,"",0,""
"397",35,7,2,1,1,79,12.9,1,11,0.7526,0.7526,2.2577,0,0,0,3,"2000-05-18",0,0,1,"BRO",1,"small lesion on dorsal tongue 1*1cm",0,""
"398",35,8,2,1,1,94,4,0,1,0.7526,0.7526,1.3546,0,0,0,3,"2000-05-18",0,0,0,"BRO",0,"",0,""
"399",35,9,2,1,1,98,3.2,0,2,0.7526,0.7526,1.3546,0,0,0,3,"2000-05-18",0,0,0,"BRO",0,"",0,""
